accuracy
30.59388122375525
45.23095380923815
52.459508098380326
57.88842231553689
61.42771445710858
66.64667066586682
64.12717456508699
66.37672465506898
66.49670065986803
66.91661667666467
69.70605878824234
69.64607078584284
70.125974805039
70.33593281343731
69.28614277144571
66.82663467306539
69.88602279544091
72.40551889622076
70.90581883623275
69.46610677864427
70.81583683263348
71.05578884223155
74.50509898020395
74.59508098380324
75.31493701259748
76.66466706658669
72.70545890821836
73.18536292741452
73.45530893821235
74.53509298140372
77.08458308338332
76.63467306538692
77.0245950809838
76.18476304739052
77.1745650869826
76.00479904019195
77.0245950809838
76.36472705458908
75.0749850029994
78.43431313737253
78.46430713857228
77.68446310737852
78.04439112177565
78.374325134973
77.624475104979
78.43431313737253
77.71445710857829
78.40431913617276
78.58428314337132
79.12417516496701
78.13437312537492
78.91421715656868
80.0239952009598
78.16436712657469
79.69406118776244
77.80443911217756
78.19436112777444
78.31433713257348
78.10437912417517
78.64427114577084
78.67426514697061
77.68446310737852
78.01439712057588
79.09418116376725
81.07378524295142
79.63407318536292
79.06418716256749
79.12417516496701
79.00419916016797
80.14397120575885
79.63407318536292
79.54409118176365
80.62387522495501
79.99400119976005
80.11397720455909
79.84403119376125
79.81403719256149
80.9238152369526
80.0239952009598
79.96400719856028
80.32393521295741
80.20395920815837
80.65386922615477
80.11397720455909
79.874025194961
80.95380923815237
81.13377324535092
80.68386322735454
80.89382123575285
80.68386322735454
80.38392321535693
81.25374925014997
80.5638872225555
81.07378524295142
80.80383923215356
81.40371925614878
80.74385122975404
81.25374925014997
80.71385722855429
81.13377324535092
